gameId,nflId,playerName,speed,distance
2018123000,39470,Justin Tucker,3.382101977107178,326.9999999999995
2018123000,40579,Ray-Ray Armstrong,4.136881243063266,746.5199999999978
2018123000,41316,Phillip Gaines,4.680598052851179,674.319999999998
2018123000,42398,Maxx Williams,4.281075418994407,920.6799999999981
2018123000,42437,Ty Montgomery,5.044109055501472,518.1099999999984
2018123000,42608,Jermaine Whitehead,3.941958934517205,710.779999999999
2018123000,43349,Cyrus Jones,4.500150451354066,449.23999999999984
2018123000,43396,Chris Moore,4.763573000733687,651.2799999999983
2018123000,43407,Juston Burris,5.004411764705885,905.0599999999984
2018123000,43427,Seth DeValve,3.529879261363638,497.3499999999996
2018123000,43498,Maurice Canady,4.464314442413173,979.9599999999973
2018123000,44837,Jabrill Peppers,1.8767391304347802,112.50999999999986
2018123000,44859,Tyus Bowser,4.518178477690292,862.8999999999944
2018123000,44999,Chuck Clark,4.256535648994516,934.669999999999
2018123000,45350,Xavier Woodson-Luster,4.245452016689842,610.8699999999988
2018123000,46187,Anthony Averett,4.774540682414707,730.7199999999998
2018123000,46191,Kenny Young,4.457779479326188,583.3199999999995
2018123000,46244,Damion Ratley,3.731042654028438,236.7700000000002
2018123000,46506,Dontrell Hilliard,4.28892882818116,596.9999999999999
2018123000,46672,Tavierre Thomas,4.385450704225361,937.5399999999981
2018123000,46732,D'Juan Hines,4.483812430632629,808.1700000000002
2018123000,46958,Chris Board,4.122746800731259,903.3599999999981
2018123000,NA,football,8.085365659777437,2258.3300000000013
2018123000,31018,Sam Koch,2.114334916864607,178.13999999999984
2018123000,36086,Morgan Cox,2.762933491686461,237.65999999999997
2018123000,41388,Chris Smith,0.6582012195121956,23.81
2018123000,41532,James Hurst,0.5476524390243901,19.249999999999975
2018123000,42514,Nick Boyle,3.203518930957682,288.23000000000025
2018123000,43321,Emmanuel Ogbah,0.6838795518207281,53.130000000000095
2018123000,43388,Joe Schobert,1.3103480278422268,56.309999999999974
2018123000,43418,Derrick Kindred,2.849847645429358,222.60999999999987
2018123000,43491,Anthony Zettel,3.2008250226654633,361.40999999999997
2018123000,43637,Briean Boddy-Calhoun,2.4456844547563765,106.02999999999999
2018123000,43686,Trevon Coley,0.7378353658536589,25.93999999999998
2018123000,43695,Matt Skura,0.35676829268292687,13.049999999999988
2018123000,44813,Myles Garrett,1.4952500000000006,49.72999999999996
2018123000,44886,Chris Wormley,0.7933764367816091,58.86000000000011
2018123000,44972,Jermaine Eluemunor,0.35304878048780486,12.75999999999999
2018123000,46152,Orlando Brown,0.406981707317073,15.00999999999997
2018123000,46219,Genard Avery,2.762477987421378,220.19000000000042
2018123000,46284,Bradley Bozeman,0.39731707317073184,14.17999999999998
2018123000,46174,Antonio Callaway,3.1859749144811875,279.63000000000005
2018123000,34723,Britton Colquitt,1.3313292117465232,85.83000000000008
2018123000,38557,Kevin Zeitler,0.39448763250883395,13.769999999999966
2018123000,38955,Charley Hughlett,2.574652241112827,174.18000000000012
2018123000,39907,Darren Fells,0.4488692579505303,12.719999999999994
2018123000,40042,Brandon Williams,0.9345108695652178,36.87000000000003
2018123000,40064,Earl Watford,0.42505300353356895,13.759999999999982
2018123000,40416,Chris Hubbard,0.2898233215547705,9.289999999999978
2018123000,40737,Tony Jefferson,1.2821201413427572,36.29000000000005
2018123000,41228,Greg Robinson,0.3585159010600708,10.139999999999992
2018123000,41264,Joel Bitonio,0.7104593639575972,21.94999999999999
2018123000,41363,Brent Urban,1.305,50.71999999999996
2018123000,43435,Matt Judon,1.9593199381761959,126.24000000000002
2018123000,43693,Patrick Onwuasor,3.5436762860727713,284.22000000000054
2018123000,43694,Michael Pierce,0.4404946996466431,14.029999999999974
2018123000,46102,Austin Corbett,0.5100706713780917,15.769999999999973
2018123000,46634,Greg Joseph,2.925553914327918,198.73999999999995
